"","Species","CommonName","TaxonomicGrouping","FilterRegion","FilterSubRegion","ManagementBody","ManagementPlan","DistributionProjectName"
"898","Lumpenus sagitta","Snake prickleback","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"899","Lycodes brevipes","Shortfin eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"900","Lycodes palearis","Wattled eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"901","Lycodes raridens","Marbled eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"902","Lycodes turneri","Polar eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"903","Mallotus villosus","Capelin","Osmeriformes (caplin, freshwater smelt)","Alaska","Eastern and Northern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","NMFS/Rutgers IDW Interpolation"
"904","Megangulus luteus","Alaskan great tellin","Bivalvia (clams, muscles, oyster, arks, etc)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"905","Modiolus modiolus","Northern horsemussel","Bivalvia (clams, muscles, oyster, arks, etc)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"906","Myoxocephalus jaok","Plain sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"907","Myoxocephalus polyacanthocephalus","Great sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Eastern and Northern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","NMFS/Rutgers IDW Interpolation"
"908","Myoxocephalus scorpius","Shorthorn sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"909","Myzopsetta proboscidea","Longhead dab","Pleuronectiformes (Flatfishes)","Alaska","Eastern and Northern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","NMFS/Rutgers IDW Interpolation"
"910","Nautichthys pribilovius","Eyeshade sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"911","Neocrangon communis","Gray shrimp","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"912","Occella dodecaedron","Bering poacher","Perciformes/Cottoidei (sculpins)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"913","Oregonia gracilis","Graceful decorator crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"914","Osmerus mordax","Rainbow smelt","Osmeriformes (caplin, freshwater smelt)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"915","Pagurus aleuticus","Aleutian hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"916","Pagurus brandti","Sponge hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"917","Pagurus capillatus","Hairy hermit crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"918","Pagurus confragosus","Knobbyhand hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"919","Pagurus ochotensis","Alaskan hermit crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"920","Pagurus rathbuni","Longfinger hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"921","Pagurus trigonocheirus","Fuzzy hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"NMFS/Rutgers IDW Interpolation"
"922","Pallasina barbata","Tubenose poacher","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"923","Paralithodes camtschaticus","Red king crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","NMFS/Rutgers IDW Interpolation"
"924","Paralithodes platypus","Blue king crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Eastern and Northern Bering Sea","NPFMC","Bering Sea/Aleutian Islands King and Tanner Crabs","NMFS/Rutgers IDW Interpolation"
"925","Patinopecten caurinus","Weathervane scallop","Bivalvia (clams, muscles, oyster, arks, etc)","Alaska","Eastern and Northern Bering Sea",NA,NA,"Not for IDW"
"926","Platichthys stellatus","Starry flounder","Pleuronectiformes (Flatfishes)","Alaska","Eastern and Northern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","NMFS/Rutgers IDW Interpolation"
"927","Pleuronectes quadrituberculatus","Alaska plaice","Pleuronectiformes (Flatfishes)","Alaska","Eastern and Northern Bering Sea","NPFMC","Groundfish of the Bering Sea and Aleutian Islands Management Area","NMFS/Rutgers IDW Interpolation"
