,Species,CommonName,TaxonomicGrouping,FilterRegion,FilterSubRegion,ManagementBody,ManagementPlan,DistributionProjectName
531,Stellifer lanceolatus,Star drum,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Gulf of Mexico,Gulf of Mexico,,,Not for IDW
532,Stenocionops coelatus,Furcate spider crab,Decapoda (Crabs/Lobster/Shrimp),Gulf of Mexico,Gulf of Mexico,,,Not for IDW
533,Stenocionops furcatus,Furcate spider crab,Decapoda (Crabs/Lobster/Shrimp),Gulf of Mexico,Gulf of Mexico,,,Not for IDW
534,Stenorhynchus seticornis,Yellowline arrow crab,Decapoda (Crabs/Lobster/Shrimp),Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
535,Stenorhynchus yangi,Red arrow crab,Decapoda (Crabs/Lobster/Shrimp),Gulf of Mexico,Gulf of Mexico,,,Not for IDW
536,Stenotomus caprinus,Longspine porgy,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
537,Stephanolepis hispida,Planehead filefish,Tetraodontiformes (puffers and filefishes),Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
538,Stylocidaris affinis,Pencil urchin,"Echinoidea (sea urchins, sand dollars) ",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
539,Syacium gunteri,Shoal flounder,Pleuronectiformes (Flatfishes) ,Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
540,Syacium papillosum,Dusky flounder,Pleuronectiformes (Flatfishes) ,Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
541,Symphurus diomedeanus,Spottedfin tonguefish,Pleuronectiformes (Flatfishes) ,Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
542,Symphurus plagiusa,Blackcheek tonguefish,Pleuronectiformes (Flatfishes) ,Gulf of Mexico,Gulf of Mexico,,,Not for IDW
543,Synodus foetens,Inshore lizardfish,"Aulopiformes (Grinners, lizardfish)",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
544,Synodus intermedius,Sand diver,"Aulopiformes (Grinners, lizardfish)",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
545,Synodus macrostigmus,Largespot lizardfish,"Aulopiformes (Grinners, lizardfish)",Gulf of Mexico,Gulf of Mexico,,,Not for IDW
546,Synodus poeyi,Offshore lizardfish,"Aulopiformes (Grinners, lizardfish)",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
547,Trachinocephalus myops,Snakefish,"Aulopiformes (Grinners, lizardfish)",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
548,Trachurus lathami,Rough scad,Carangiformes (Jacks),Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
549,Trichiurus lepturus,Atlantic cutlassfish,Scombriformes (Mackerels),Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
550,Trichopsetta ventralis,Sash flounder,Pleuronectiformes (Flatfishes) ,Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
551,Upeneus parvus,Dwarf goatfish,Mulliformes (Goatfishes),Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
552,Urophycis cirrata,Gulf hake,"Gadiformes (Cods, genadiers, pollock) ",Gulf of Mexico,Gulf of Mexico,,,Not for IDW
553,Urophycis floridana,Southern hake,"Gadiformes (Cods, genadiers, pollock) ",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
554,Xyrichtys novacula,Pearly razorfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",Gulf of Mexico,Gulf of Mexico,,,NMFS/Rutgers IDW Interpolation
555,Actinauge verrillii,Reticulate anemone,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
556,Albatrossia pectoralis,Giant grenadier,"Gadiformes (Cods, genadiers, pollock) ",Alaska,Gulf of Alaska,,,Not for IDW
557,Anoplopoma fimbria,Sablefish,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
558,Aphrocallistes vastus,Cloud sponge,Porifera (sponges),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
559,Aphrodita negligens,Dishevelled sea-mouse,Polychaeta (brittle worms) ,Alaska,Gulf of Alaska,,,Not for IDW
560,Atheresthes stomias,Arrowtooth flounder,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
561,Balticina willemoesi,Willemoes's white sea pen,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,Not for IDW
562,Bathymaster signatus,Searcher,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
563,Bathyraja spp.,Skate complex,"Elasmobranchii: Batoidea (skates, rays)",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
564,Beringraja binoculata,Big skate,"Elasmobranchii: Batoidea (skates, rays)",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
565,Beringraja rhina,Longnose skate,"Elasmobranchii: Batoidea (skates, rays)",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
566,Berryteuthis magister,Magister armhook squid,"Cephalopoda (squid, octopus)",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
567,Brisaster latifrons,Northern heart urchin,"Echinoidea (sea urchins, sand dollars) ",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
568,Ceramaster patagonicus,Cookie star,Asteroidea (starfishes) ,Gulf of Mexico,Gulf of Alaska,,,Not for IDW
569,Cheiraster (Luidiaster) dawsoni,NA,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
570,Chionoecetes bairdi,Tanner crab,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
571,Chlamys rubida,Reddish scallop,"Bivalvia (clams, muscles, oyster, arks, etc)",Alaska,Gulf of Alaska,,,Not for IDW
572,Chrysaora melanaster,NA,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,Not for IDW
573,Clupea pallasii,Pacific herring,"Clupeiformes (Herrings, anchovy, shad)",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
574,Crossaster papposus,Common sunstar,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
575,Ctenodiscus crispatus,Mud star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
576,Cyanea capillata,Lion's mane,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
577,Dasycottus setiger,Spinyhead sculpin,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
578,Dipsacaster borealis,Northern sand star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
579,Elassochirus cavimanus,Purple hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
580,Elassochirus tenuimanus,Widehand hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
581,Enteroctopus dofleini,North pacific giant octopus,"Cephalopoda (squid, octopus)",Alaska,Gulf of Alaska,,,Not for IDW
582,Fusitriton oregonensis,Oregon triton,Gastropoda (sea snails and slugs),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
583,Gadus chalcogrammus,Walleye pollock,"Gadiformes (Cods, genadiers, pollock) ",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
584,Gadus macrocephalus,Pacific cod,"Gadiformes (Cods, genadiers, pollock) ",Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
585,Glyptocephalus zachirus,Rex sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
586,Gorgonocephalus eucnemis,Basket star,Ophiuroidea (brittle stars),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
587,Halocynthia igaboja,Bristly tunicate,"Tunicata (sea squirts, tunicates, salps) ",Alaska,Gulf of Alaska,,,Not for IDW
588,Hemilepidotus jordani,Yellow irish lord,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
589,Hemitripterus bolini,Bigmouth sculpin,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
590,Hexagrammos decagrammus,Kelp greenling,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,Not for IDW
591,Hippoglossoides elassodon,Flathead sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
592,Hippoglossus stenolepis,Pacific halibut,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Species Managed Under International Agreement - IPHC,NMFS/Rutgers IDW Interpolation
593,Histodermella kagigunensis,Spud sponge,Porifera (sponges),Alaska,Gulf of Alaska,,,Not for IDW
594,Hyas lyratus,Pacific lyre crab,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
595,Hydrolagus colliei,Spotted ratfish,Chimaeriformes (Chimaeras),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
596,Isopsetta isolepis,Butter sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
597,Laqueus erythraeus,California lamp shell,Terebratulida (lamp shells),Alaska,Gulf of Alaska,,,Not for IDW
598,Lepidopsetta sp.,Rock soles,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
599,Lethasterias nanimensis,Black spined sea star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
600,Limanda aspera,Yellowfin sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
601,Lycodes brevipes,Shortfin eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
602,Lycodes palearis,Wattled eelpout,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
603,Lyopsetta exilis,Slender sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
604,Malacocottus zonurus,Darkfin sculpin,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
605,Mallotus villosus,Capelin,"Osmeriformes (caplin, freshwater smelt)",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
606,Merluccius productus,Pacific hake,"Gadiformes (Cods, genadiers, pollock) ",Alaska,Gulf of Alaska,,,Not for IDW
607,Metridium farcimen,Giant plumose anemone,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,Not for IDW
608,Microstomus pacificus,Dover sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
609,Modiolus modiolus,Northern horsemussel,"Bivalvia (clams, muscles, oyster, arks, etc)",Alaska,Gulf of Alaska,,,Not for IDW
610,Mycale (Mycale) loveni,Loven's horny sponge,Porifera (sponges),Alaska,Gulf of Alaska,,,Not for IDW
611,Myoxocephalus polyacanthocephalus,Great sculpin,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
612,Oncorhynchus keta,Chum salmon,Salmoniformes (Salmons),Alaska,Gulf of Alaska,,,Not for IDW
613,Oncorhynchus tshawytscha,Chinook salmon,Salmoniformes (Salmons),Alaska,Gulf of Alaska,,,Not for IDW
614,Ophiodon elongatus,Lingcod,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
615,Ophiopholis aculeata,Daisy brittle star,Ophiuroidea (brittle stars),Alaska,Gulf of Alaska,,,Not for IDW
616,Ophiura sarsii,Notched brittle star,Ophiuroidea (brittle stars),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
617,Oregonia gracilis,Graceful decorator crab,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
618,Orthasterias koehleri,Rainbow star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
619,Pagurus aleuticus,Aleutian hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
620,Pagurus brandti,Sponge hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
621,Pagurus capillatus,Hairy hermit crab,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
622,Pagurus confragosus,Knobbyhand hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
623,Pagurus kennerlyi,Bluespine hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
624,Pagurus ochotensis,Alaskan hermit crab,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
625,Pagurus trigonocheirus,Fuzzy hermit,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
626,Pandalus dispar,Sidestripe shrimp,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
627,Pandalus eous,Northern shrimp,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
628,Pandalus jordani,Ocean shrimp,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
629,Pandalus platyceros,Spot shrimp,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,Not for IDW
630,Parophrys vetulus,English sole,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
631,Pasiphaea pacifica,Pacific glass shrimp,Decapoda (Crabs/Lobster/Shrimp),Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
632,Phacellophora camtschatica,Fried egg jellyfish,"Cnidaria (jellyfish, corals, anenomes) ",Alaska,Gulf of Alaska,,,Not for IDW
633,Platichthys stellatus,Starry flounder,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
634,Pleurogrammus monopterygius,Atka mackerel,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
635,Pleuronectes quadrituberculatus,Alaska plaice,Pleuronectiformes (Flatfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
636,Podothecus accipenserinus,Sturgeon poacher,Perciformes/Cottoidei (sculpins),Alaska,Gulf of Alaska,,,Not for IDW
637,Pseudarchaster parelii,Northern scarlet star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
638,Pseudostichopus mollis,Sandy sea cucumber,Holothuroidea (sea cucumbers),Alaska,Gulf of Alaska,,,Not for IDW
639,Pteraster tesselatus,Tesselated slime star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
640,Pycnopodia helianthoides,Sunflower sea star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
641,Rocinela angustata,Sea cockroach,Isopoda ,Alaska,Gulf of Alaska,,,Not for IDW
642,Rossia pacifica,Eastern pacific bobtail,"Cephalopoda (squid, octopus)",Alaska,Gulf of Alaska,,,Not for IDW
643,Sebastes alutus,Pacific ocean perch,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
644,Sebastes babcocki,Redbanded rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
645,Sebastes borealis,Shortraker rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
646,Sebastes brevispinis,Silvergray rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
647,Sebastes melanostictus and S. aleutianus,Blackspotted and rougheye rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
648,Sebastes polyspinis,Northern rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
649,Sebastes proriger,Redstripe rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,Not for IDW
650,Sebastes variabilis and S. ciliatus,Dusky and dark rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
651,Sebastes variegatus,Harlequin rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,Not for IDW
652,Sebastes zacentrus,Sharpchin rockfish,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
653,Sebastolobus alascanus,Shortspine thornyhead,Perciformes/Scorpaenoidei (Scorpionfishes),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
654,Squalus suckleyi,Pacific spiny dogfish,Elasmobranchii: Selachii (sharks),Alaska,Gulf of Alaska,NPFMC,Groundfish of the Gulf of Alaska,NMFS/Rutgers IDW Interpolation
655,Stegophiura ponderosa,NA,Ophiuroidea (brittle stars),Alaska,Gulf of Alaska,,,Not for IDW
656,Stenobrachius leucopsarus,Northern lampfish,Myctophiformes (Lanternfishes),Alaska,Gulf of Alaska,,,Not for IDW
657,Strongylocentrotus droebachiensis,Green sea urchin,"Echinoidea (sea urchins, sand dollars) ",Alaska,Gulf of Alaska,,,Not for IDW
658,Strongylocentrotus fragilis,Fragile sea urchin,"Echinoidea (sea urchins, sand dollars) ",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
659,Strongylocentrotus pallidus,Pale urchin,"Echinoidea (sea urchins, sand dollars) ",Alaska,Gulf of Alaska,,,Not for IDW
660,Strongylocentrotus polyacanthus,NA,"Echinoidea (sea urchins, sand dollars) ",Alaska,Gulf of Alaska,,,Not for IDW
661,Styela rustica,Sea potato,"Tunicata (sea squirts, tunicates, salps) ",Alaska,Gulf of Alaska,,,Not for IDW
662,Stylasterias forreri,Velcro star,Asteroidea (starfishes) ,Alaska,Gulf of Alaska,,,Not for IDW
663,Suberites domuncula,Sea orange,Porifera (sponges),Alaska,Gulf of Alaska,,,Not for IDW
664,Suberites ficus,Fig sponge,Porifera (sponges),Alaska,Gulf of Alaska,,,Not for IDW
665,Synallactes challengeri,Challenger cucumber,Holothuroidea (sea cucumbers),Alaska,Gulf of Alaska,,,Not for IDW
666,Terebratalia transversa,Common lamp shell,Terebratulida (lamp shells),Alaska,Gulf of Alaska,,,Not for IDW
667,Thaleichthys pacificus,Eulachon,"Osmeriformes (caplin, freshwater smelt)",Alaska,Gulf of Alaska,,,NMFS/Rutgers IDW Interpolation
668,Zaprora silenus,Prowfish,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),Alaska,Gulf of Alaska,,,Not for IDW
669,Alosa aestivalis,Blueback herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
670,Alosa pseudoharengus,Alewife,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
671,Alosa sapidissima,American shad,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
672,Amblyraja radiata,Thorny skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
673,Ammodytes dubius,Northern sand lance,Perciformes/Uranoscopoidei (Sand dwellers),US East Coast,Northeast US,,,Not for IDW
674,Anarhichas lupus,Atlantic wolffish,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
675,Anchoa hepsetus,Striped anchovy,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,,,Not for IDW
676,Anchoa mitchilli,Bay anchovy,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,,,Not for IDW
677,Antigonia capros,Deepbody boarfish,Acanthuriformes (Surgeonfishes),US East Coast,Northeast US,,,Not for IDW
678,Aspidophoroides monopterygius,Alligatorfish,Perciformes/Cottoidei (sculpins),US East Coast,Northeast US,,,Not for IDW
679,Atlantopandalus propinqvus,Similar shrimp,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
680,Bathypolypus arcticus,North atlantic octopus,"Cephalopoda (squid, octopus)",US East Coast,Northeast US,,,Not for IDW
681,Bathytoshia centroura,Roughtail stingray,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,,,Not for IDW
682,Brosme brosme,Cusk,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,,,Not for IDW
683,Cancer borealis,Jonah crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
684,Cancer irroratus,Atlantic rock crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
685,Caranx crysos,Blue runner,Carangiformes (Jacks),US East Coast,Northeast US,,,Not for IDW
686,Centropristis striata,Black sea bass,Perciformes/Serranoidei (Groupers),US East Coast,Northeast US,ASMFC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
687,Centropristis striata,Black sea bass,Perciformes/Serranoidei (Groupers),US East Coast,Northeast US,MAFMC,"Summer Flounder, Scup and Black Sea Bass",NMFS/Rutgers IDW Interpolation
688,Chaceon quinquedens,Red deepsea crab,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,NEFMC,Deep-sea red crab,NMFS/Rutgers IDW Interpolation
689,Chlorophthalmus agassizi,Shortnose greeneye,"Aulopiformes (Grinners, lizardfish)",US East Coast,Northeast US,,,Not for IDW
690,Citharichthys arctifrons,Gulf stream flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
691,Clupea harengus,Atlantic herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
692,Clupea harengus,Atlantic herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,NEFMC,Atlantic Herring,NMFS/Rutgers IDW Interpolation
693,Cryptacanthodes maculatus,Wrymouth,Perciformes/Zoarcoidei (Eelpouts and pricklebacks),US East Coast,Northeast US,,,Not for IDW
694,Cynoscion regalis,Weakfish,"Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers) ",US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,Not for IDW
695,Decapterus punctatus,Round scad,Carangiformes (Jacks),US East Coast,Northeast US,,,Not for IDW
696,Dichelopandalus leptocerus,Bristled longbeak,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,,,Not for IDW
697,Dipturus laevis,Barndoor skate,"Elasmobranchii: Batoidea (skates, rays)",US East Coast,Northeast US,NEFMC,Northeast Skate Complex,NMFS/Rutgers IDW Interpolation
698,Doryteuthis pealeii,Longfin inshore squid,"Cephalopoda (squid, octopus)",US East Coast,Northeast US,MAFMC,"Mackerel, Squid and Butterfish",NMFS/Rutgers IDW Interpolation
699,Enchelyopus cimbrius,Fourbeard rockling,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,,,Not for IDW
700,Etrumeus sadina,Round herring,"Clupeiformes (Herrings, anchovy, shad)",US East Coast,Northeast US,,,Not for IDW
701,Gadus morhua,Atlantic cod,"Gadiformes (Cods, genadiers, pollock) ",US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
702,Glyptocephalus cynoglossus,Witch flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
703,Helicolenus dactylopterus,Blackbelly rosefish,Perciformes/Scorpaenoidei (Scorpionfishes),US East Coast,Northeast US,,,Not for IDW
704,Hemitripterus americanus,Sea raven,Perciformes/Cottoidei (sculpins),US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
705,Hippoglossina oblonga,American fourspot flounder,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,,,NMFS/Rutgers IDW Interpolation
706,Hippoglossoides platessoides,American plaice,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
707,Hippoglossus hippoglossus,Atlantic halibut,Pleuronectiformes (Flatfishes) ,US East Coast,Northeast US,NEFMC,Northeast Multispecies,NMFS/Rutgers IDW Interpolation
708,Homarus americanus,American lobster,Decapoda (Crabs/Lobster/Shrimp),US East Coast,Northeast US,ASMFC,Interstate Fishery Management Plan ,NMFS/Rutgers IDW Interpolation
